County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population
"Flagler County, FL",257.11312979999997,1,8,38,210,436,1432,74,6,99956
"Logan County, IL",256.97503670000003,0,11,7,59,164,387,9,4,29964
"Smith County, TN",256.8942015,0,6,4,39,135,228,27,2,19074
"Frederick County, MD",256.8255533,1,50,131,438,676,3115,198,30,241409
"Maui County, HI",256.5511042,5,44,115,247,1067,4419,517,73,160202
"Candler County, GA",256.0117034,0,1,9,18,61,139,0,0,10937
"Kalkaska County, MI",255.8734589,0,28,1,15,161,308,17,2,17196
"Snyder County, PA",255.86353939999998,0,10,11,81,134,508,16,3,39865
"Morgan County, AL",254.6186147,2,16,86,201,1114,2595,166,12,119787
"Harnett County, NC",254.42646040000002,4,20,57,237,1203,1802,150,18,124987
"Sumner County, KS",254.33427999999998,0,8,3,49,172,453,24,3,23591
"Pope County, AR",254.20883500000002,1,28,7,123,526,1243,108,3,62547
"Grayson County, TX",254.1825701,3,32,48,228,1013,2511,237,14,122353
"Blair County, PA",254.1286002,6,44,38,233,386,1644,80,24,126314
"Fremont County, CO",254.0311296,0,23,5,90,198,625,30,4,46451
"Van Buren County, AR",253.95700449999998,1,3,0,39,63,234,24,5,16932
"Franklin County, WA",253.9301461,1,19,46,154,525,1242,195,11,86638
"Lincoln County, NM",253.66824169999998,2,6,3,40,179,341,18,0,20105
"Lowndes County, MS",253.6630954,1,7,19,125,600,1001,52,4,59922
"Johnson County, TX",253.3821999,5,64,49,274,937,2584,196,22,154707
"Newton County, MO",253.2075792,3,27,15,104,455,1404,144,22,58845
"Uintah County, UT",253.12895509999998,0,18,4,67,123,506,37,6,35555
"Franklin County, MS",252.17500950000002,1,1,3,15,49,7,7,0,7931
"Fergus County, MT",252.15198680000003,0,4,0,25,17,111,11,2,11501
"Westchester County, NY",251.85744869999996,20,73,915,1432,1903,10020,634,44,968802
"Benton County, TN",251.6881522,0,3,1,37,94,220,23,1,16290
"Hampton city, VA",251.6477809,12,16,157,159,771,3754,262,28,136699
"Autauga County, AL",251.6019259,3,15,34,87,447,1233,85,108,55246
"Marion County, WV",251.4595203,0,12,12,119,181,327,24,9,56868
"Fentress County, TN",251.270311,1,4,4,36,116,339,19,3,17909
"Clay County, SD",251.1661285,0,6,2,27,45,241,14,0,13935
"Heard County, GA",250.9084617,0,3,0,26,38,111,15,0,11558
"Chemung County, NY",250.8304522,4,2,46,170,398,1770,46,4,88506
"Bedford County, PA",250.7389665,2,77,2,42,182,400,34,7,49055
"Franklin County, NC",250.56215869999997,0,10,22,124,468,776,78,8,62260
"Kanabec County, MN",250.06251559999998,0,3,1,36,104,226,27,3,15996
"Newaygo County, MI",249.9947918,3,46,2,68,268,684,41,6,48001
"Saline County, AR",249.99125899999999,0,21,40,225,775,2277,186,10,114404
"Scott County, TN",249.82966159999998,2,4,1,48,171,357,31,3,22015
"Ogemaw County, MI",249.5996986,0,15,3,35,148,273,21,6,21234
"York County, PA",249.22260319999995,17,104,303,670,1313,7055,293,70,438965
"Roane County, TN",248.83593790000003,1,12,13,106,467,908,75,13,53047
"Park County, MT",248.6927688,0,5,1,33,23,162,18,5,15682
"Woodson County, KS",248.37007140000003,0,1,0,7,25,39,0,1,3221
"Chester County, TN",248.25356499999998,0,2,0,41,110,162,12,1,17321
"Racine County, WI",248.1529525,6,40,226,212,1430,3673,187,26,195041
"Carroll County, AR",248.13003450000002,1,18,3,47,178,471,56,1,27808
"Wake County, NC",248.0783423,21,167,814,1415,5240,16762,1341,108,974289
"Erie County, PA",247.9539341,11,93,223,368,1808,5332,211,36,280294
"Osage County, KS",247.8007682,0,2,0,38,88,177,13,4,16142
"Codington County, SD",247.7291495,0,14,2,53,132,428,30,2,27853
"Carbon County, WY",247.65049530000002,0,10,0,29,49,264,18,4,15748
"Fort Bend County, TX",247.560798,8,88,417,1102,3070,7179,714,41,652365
"Nevada County, CA",247.45417519999998,1,19,19,204,617,1071,155,14,98200
"Ray County, MO",247.40657149999998,2,9,0,46,157,418,33,6,23039
"Mercer County, IL",247.249351,1,4,3,32,68,137,3,1,16178
"Washington County, GA",246.6627974,1,1,10,39,132,375,9,2,20676
"Lee County, AL",246.46697540000002,8,26,77,261,954,2942,128,9,150933
"Marshall County, WV",246.46477090000002,0,6,6,68,180,605,23,3,32459
"Stone County, AR",246.4033066,0,5,0,26,60,136,12,6,12581
"Park County, WY",246.34755530000004,1,16,2,53,109,359,13,4,29227
"Aransas County, TX",246.3458696,1,11,4,44,229,595,32,5,24356
"Adams County, MS",246.1826114,4,11,30,34,328,879,10,12,32090
"Bent County, CO",246.13220819999998,0,0,1,13,37,50,2,0,5688
"Crawford County, IL",246.090746,0,6,0,42,54,185,6,4,19505
"Pittsburg County, OK",246.06849649999998,0,29,17,64,449,981,77,11,44703
"Screven County, GA",245.7865169,1,1,12,21,99,242,22,0,14240
"San Jacinto County, TX",245.7551385,0,1,8,57,274,355,89,3,26856
"Johnson County, GA",245.72540189999998,0,1,3,20,62,108,8,0,9767
"Clay County, NC",245.6538171,0,2,0,24,100,128,10,0,10584
"Marion County, MO",245.6407418,1,5,10,55,200,1113,53,1,28904
"Cleburne County, AR",245.26979680000002,0,14,3,46,323,518,52,9,25686
"Haskell County, OK",245.1731535,0,2,2,28,44,94,14,4,13052
"Gila County, AZ",245.03798089999998,1,4,11,114,252,587,55,19,53053
"Wagoner County, OK",244.3857332,2,16,24,143,378,997,83,12,75700
"Ashley County, AR",244.3264577,3,3,8,38,198,320,22,9,21283
"El Dorado County, CA",244.30908399999998,3,26,57,358,983,1759,209,12,181737
"Mackinac County, MI",244.100895,0,7,0,20,54,401,7,0,11061
"Carson City, NV",244.08284019999996,0,0,14,118,298,731,78,4,54080
"Collier County, FL",244.0805319,6,41,151,631,1356,3932,243,16,339642
"Maries County, MO",243.95653140000002,0,2,1,19,44,78,6,1,9018
"Moore County, TX",243.8914232,1,8,2,43,103,373,27,4,22141
"Jackson County, IN",243.868771,1,9,7,88,296,1505,98,3,43466
"St. Louis County, MN",243.8416276,2,64,106,317,1078,4695,276,72,200540
"Allen County, KS",243.82810120000002,0,6,1,25,61,324,11,4,13124
"Hillsborough County, NH",243.5734,2,142,275,565,1695,7007,339,117,403985
"Holmes County, FL",243.44474309999998,1,5,3,39,96,137,16,1,19717
"Florence County, WI",243.3628319,0,0,0,11,43,61,3,0,4520
"Hampshire County, MA",243.1138625,2,71,33,281,647,2432,81,22,159596
"Franklin Parish, LA",243.06061929999998,0,3,0,47,39,111,14,0,20571
"Johnson County, IA",242.8946139,2,43,48,245,580,2232,92,12,139155
"Berkeley County, WV",242.85688,4,23,69,168,726,2082,157,16,108706
"Lincoln County, SD",242.6892374,0,25,10,86,244,752,67,11,49858
"Blue Earth County, MN",242.64436580000003,0,26,29,104,410,1679,73,11,65528
"Linn County, MO",242.56144890000002,1,2,1,26,101,148,11,0,12368
"Pike County, MS",242.4151547,2,4,28,63,356,699,41,0,40014
"Pottawatomie County, KS",242.3868494,0,5,1,49,88,241,19,15,22691
"Pawnee County, OK",242.23339190000002,1,5,4,30,59,116,16,2,16513
"Charlotte County, FL",242.20571099999998,1,24,37,337,910,2475,122,7,164736
"Saguache County, CO",241.6237113,0,0,0,15,31,47,6,1,6208
"Haskell County, KS",241.4875634,0,0,0,10,14,39,5,0,4141
"Douglas County, IL",241.36370490000002,0,3,1,44,86,115,6,1,19887
"Hawkins County, TN",241.1971831,1,13,14,109,399,1070,89,7,56800
"Beltrami County, MN",240.8583315,1,30,13,66,236,1496,45,12,45670
"Osceola County, MI",240.76701490000002,0,9,4,43,101,297,18,3,23259
"Elmore County, ID",240.7336645,0,7,3,53,57,247,10,10,26170
"Esmeralda County, NV",240.3846154,0,1,0,1,2,3,3,0,832
"Caldwell Parish, LA",240.26429069999998,0,0,1,23,86,175,8,3,9989
"Palo Pinto County, TX",240.2380867,2,4,10,51,219,751,41,4,27889
"Riley County, KS",240.0721543,1,28,24,128,249,1212,44,15,75394
"Edwards County, IL",239.8081535,0,0,0,16,18,39,2,0,6672
"Freestone County, TX",239.23444980000002,1,1,6,39,165,172,21,3,19646
"Lyon County, IA",239.0710383,0,3,0,25,22,53,11,0,11712
"Cleveland County, NC",239.05942480000002,6,27,59,140,957,1566,92,7,97047
"Hickman County, TN",239.0077059,0,5,3,50,170,229,28,0,24267
"Rock County, WI",238.8965963,3,44,96,241,884,3738,149,22,160739
"Buncombe County, NC",238.79441090000003,10,54,181,347,1661,5237,537,22,247912
"Tooele County, UT",238.63598959999996,0,24,21,100,323,1233,123,24,60762
"Carroll County, TN",238.4877074,0,3,3,62,174,366,24,4,28513
"Yankton County, SD",237.9273881,0,20,3,31,84,448,28,2,22696
"Beadle County, SD",237.83185840000002,0,9,0,34,67,370,21,0,18080
"Lawrence County, IN",237.76284790000003,2,9,5,94,235,678,43,6,45844
"Wells County, ND",237.7555873,0,3,1,6,22,45,1,4,4206
"Cullman County, AL",237.59141699999998,2,16,13,161,483,1483,99,6,80811
"Converse County, WY",237.5462866,0,5,0,29,31,327,13,3,14313
"Honolulu County, HI",237.53621260000003,11,165,914,1246,4713,21978,2754,210,983429
"Siskiyou County, CA",237.4483436,5,12,13,74,240,505,74,2,43799
"Sullivan County, NY",237.3964651,1,34,29,118,571,1144,43,19,76665
"Neosho County, KS",237.3706634,0,8,5,26,270,325,16,6,16430
"Manistee County, MI",237.2188139,1,16,4,37,100,250,10,2,24450
"Jackson County, NC",237.0536914,0,8,12,77,494,483,32,9,40919
"Laramie County, WY",236.9297248,2,33,27,165,425,2147,144,16,95809
"Baker County, FL",236.92296299999998,0,4,9,51,51,230,16,0,27013
"Union County, NC",236.89108650000003,11,21,116,356,1330,3547,213,24,212756
"Cascade County, MT",236.69644590000001,1,16,28,150,391,2569,157,17,82384
"Johnson County, IL",236.64904950000002,0,1,1,28,17,110,6,0,12677
"Blaine County, OK",236.6255144,0,2,1,20,66,109,12,2,9720
"Lane County, OR",236.3760906,7,126,260,448,2622,10062,860,120,356212
"Tazewell County, IL",236.15348509999998,3,36,36,247,653,1860,51,22,136352
"Aleutians West Census Area, AK",235.8918527,1,1,1,10,8,43,10,0,5511
"Marion County, OR",235.7747193,12,74,172,505,1814,7759,1112,67,323614
"Polk County, OR",235.69549700000002,1,18,28,134,379,1598,162,16,76794
"Bannock County, ID",235.43826349999998,3,14,25,154,337,1773,69,7,83249
"San Mateo County, CA",235.35771290000002,10,105,504,1140,3259,9543,1563,84,747373
"Sheridan County, KS",235.01762630000002,0,4,0,1,12,14,0,0,2553
"Trumbull County, OH",234.93281409999997,5,43,168,269,2163,3941,274,26,206442
"Itasca County, MN",234.8345185,0,62,1,44,107,716,18,0,45564
"Wilkes County, NC",234.7043739,2,8,22,130,622,1326,72,5,69023
"Talbot County, MD",234.6365769,0,13,18,58,243,611,18,6,37931
"St. Mary's County, MD",234.41846890000002,0,12,51,194,753,1943,87,16,109633
"Payette County, ID",234.40955330000003,0,4,0,49,119,292,14,5,22610
"Murray County, GA",234.29342709999997,1,6,3,82,170,646,50,0,39267
"Kane County, UT",234.1597796,0,6,0,11,26,76,6,1,7260
"Walla Walla County, WA",233.4957164,0,19,22,98,450,1550,105,15,59530
"Van Buren County, TN",232.8497224,0,1,0,12,15,89,5,0,5583
"Golden Valley County, MT",232.8288708,0,0,0,2,2,1,0,0,859
"Windham County, VT",232.5740475,0,8,18,76,306,701,38,1,43857
"Lane County, KS",232.5581395,1,0,0,3,3,7,4,1,1720
"Nome Census Area, AK",232.5111201,0,3,2,18,12,23,9,2,9892
"Colonial Heights city, VA",232.50538730000002,0,2,9,30,57,881,41,7,17634
"Henry County, IA",232.4201365,0,5,0,42,68,228,19,5,20222
"Loudon County, TN",231.9219791,0,7,16,94,290,783,59,2,50448
"Lackawanna County, PA",231.8504565,0,35,165,296,1023,3352,187,47,213931
"Jones County, TX",231.6330127,0,3,8,35,120,320,18,2,19859
"Johnson County, IN",231.55941869999998,1,4,45,287,502,3068,98,7,145535
"Mower County, MN",231.3931904,0,22,11,58,229,639,41,1,39327
"Graham County, KS",231.39220980000002,0,3,0,3,6,23,3,0,2593
"Deschutes County, OR",231.3894212,0,49,43,292,821,3607,187,65,165954
"Cooke County, TX",231.36714590000003,1,7,13,68,257,675,40,5,38467
"Lincoln County, MT",231.24357659999998,3,4,0,38,44,194,10,2,19460
"Fayette County, PA",231.1128231,3,45,99,165,830,2206,153,63,134999
"Morgan County, IL",230.9863975,0,14,8,59,127,398,6,4,35067
"Garrett County, MD",230.85416040000004,1,1,5,62,164,352,25,3,29889
"Adams County, WA",230.7651964,0,8,8,28,184,505,59,10,19067
"Fayette County, AL",230.64640130000004,1,9,3,26,52,110,17,7,16909
"McKean County, PA",230.3450522,0,17,3,79,178,558,19,8,42979
"Dade County, GA",230.2053674,0,1,1,36,62,169,22,0,16507
"Eastland County, TX",230.2000548,0,3,6,33,170,214,17,1,18245
"Montezuma County, CO",230.0912565,1,1,5,52,60,326,25,1,25642
"Chautauqua County, NY",229.18545240000003,2,27,60,216,814,2628,85,34,133080
"Vigo County, IN",229.01256800000002,6,38,90,114,1350,3560,351,54,108291
"Sherman County, KS",228.9452167,0,1,1,12,26,83,8,4,6115
"Payne County, OK",228.9226722,2,35,26,118,467,1706,96,10,79066
"Wapello County, IA",228.8717471,2,8,17,54,327,723,56,20,35391
"Clark County, IL",228.64911630000003,0,4,0,33,49,80,4,5,16182
"Jefferson County, KS",228.5653537,0,3,0,40,118,302,40,4,18813
"Kaufman County, TX",228.4282662,2,33,35,178,718,1366,181,7,108568
"Keweenaw County, MI",228.20629849999997,0,2,0,2,10,22,2,1,2191
"Wichita County, KS",228.1021898,0,0,0,5,7,23,0,0,2192
"Baldwin County, AL",228.086325,8,30,76,332,967,3829,192,31,195540
"Butler County, KS",227.95313280000002,0,22,6,122,394,1273,98,9,65803
"Shiawassee County, MI",227.8664731,2,46,11,98,297,908,35,10,68900
"Livingston County, IL",227.8321898,1,13,7,66,144,657,20,91,38186
"Dutchess County, NY",227.6738202,5,30,161,480,897,4133,145,41,296916
"Jones County, MS",227.66491209999998,1,25,42,89,678,1107,26,3,68961
"Klamath County, OR",227.58306780000004,2,22,38,88,319,945,140,22,65910
"Grand Forks County, ND",226.9474841,0,26,21,110,270,1308,101,3,69179
"Calaveras County, CA",226.88981239999998,0,18,9,74,391,662,96,2,44515
"Madison County, IL",226.7751894,12,84,118,392,1413,4303,177,40,267225
"Thomas County, KS",226.47206839999998,0,6,2,10,34,128,13,0,7948
"Cambria County, PA",226.33613050000002,6,30,47,235,649,1803,94,9,140499
"Jefferson County, CO",226.16972149999998,8,172,238,830,2186,11565,1151,69,551798
"Asotin County, WA",226.14201719999997,0,4,6,40,100,611,33,1,22110
"Poweshiek County, IA",225.79431209999998,0,6,2,34,74,144,18,6,18601
"Larimer County, CO",225.6414801,3,87,75,548,1098,6270,252,52,315988
"Waller County, TX",225.59883219999998,5,13,19,65,286,499,48,6,45213
"Northumberland County, PA",225.3497173,3,21,6,182,317,1042,62,12,94076
"Cass County, IL",225.15761030000002,0,1,0,29,11,29,2,0,13324
"Cannon County, TN",225.04537209999998,0,0,0,31,60,106,26,1,13775
"Calhoun County, WV",224.7488102,1,3,1,12,14,27,2,8,7564
"Bossier Parish, LA",224.5140241,3,21,60,194,519,2575,78,4,123823
"Pender County, NC",224.09368560000001,1,11,14,98,206,713,43,5,55334
"Boyle County, KY",224.03750040000003,2,9,27,27,192,492,21,4,29013
"Mercer County, PA",223.96805419999998,2,32,70,154,645,1946,69,9,115195
"Gilmer County, GA",223.9406557,0,6,0,58,127,410,12,0,28579
"Gladwin County, MI",223.59078959999997,1,17,1,38,158,246,15,5,25493
"Covington city, VA",223.4444826,1,0,1,11,26,119,3,4,5818
"Wilcox County, GA",223.21428569999998,0,5,1,14,59,55,6,0,8960
"Boone County, WV",222.91941880000002,0,2,2,50,116,265,33,3,24224
"Benton County, WA",222.7811324,1,64,58,288,890,3408,260,36,184486
"Morton County, KS",222.7171492,0,1,0,6,7,29,2,0,3143
"Vernon Parish, LA",222.4080903,1,14,5,97,63,868,77,9,52606
"Sanilac County, MI",222.365684,1,32,3,58,178,392,23,6,41823
"Fond du Lac County, WI",222.0082909,0,41,13,172,251,1480,54,6,101798
"Burnett County, WI",221.74395099999998,0,2,2,30,137,236,38,2,15333
"Terrell County, TX",221.48394240000002,0,0,0,2,3,0,0,0,903
"Gwinnett County, GA",221.22555,39,198,807,857,4849,12877,1305,65,859304
"Boise County, ID",220.75055189999998,0,2,2,11,33,109,13,1,6795
"Hawaii County, HI",220.6256125,5,41,74,301,1184,3751,443,19,190821
"Winchester city, VA",220.4585538,1,9,17,33,162,1011,29,5,27216
"Dane County, WI",220.2224188,9,149,291,675,2364,10343,370,57,509939
"Barton County, MO",219.9592668,1,7,0,19,84,191,17,5,12275
"Rush County, KS",219.7112367,0,1,0,5,26,28,3,0,3186
"Russell County, VA",219.36031699999998,1,8,3,50,124,337,10,5,28264
"Milam County, TX",219.3073199,2,1,6,44,145,421,20,2,24167
"Clare County, MI",219.17628969999998,1,25,1,39,159,340,18,3,30569
"Live Oak County, TX",219.09496919999998,0,4,1,21,84,110,20,11,11867
"Creek County, OK",218.53270899999998,4,21,16,113,341,757,116,16,70470
"Rich County, UT",218.53146850000002,0,0,0,5,8,26,1,0,2288
"Walker County, GA",218.4814804,0,8,31,110,518,1310,103,0,68198
"Orange County, CA",217.9900031,51,398,2132,4208,11819,48899,7103,298,3114363
"Harrisonburg city, VA",217.9200311,1,17,24,70,152,891,27,6,51395
"New Madrid County, MO",217.8056085,2,1,3,34,27,130,11,5,18365
"Bibb County, AL",217.66169150000002,1,4,8,36,122,251,27,0,22512
"Wheeler County, OR",217.23388849999998,0,0,0,3,0,0,0,0,1381
"Cook County, GA",216.805344,0,9,6,22,153,185,11,0,17066
"Kingman County, KS",216.7261601,0,2,1,14,45,70,7,1,7844
"Canyon County, ID",216.72340359999998,4,69,33,324,1050,2754,179,34,198871
"Pickens County, AL",216.4836864,5,2,1,34,74,135,5,0,19401
"Douglas County, WI",216.46501239999998,1,11,22,61,359,1199,92,23,43887
"Richland County, IL",216.28970460000002,0,10,1,24,51,238,7,7,16182
"Dunn County, ND",216.24219130000003,0,2,0,7,10,29,6,0,4162
"San Saba County, TX",216.2341983,1,0,0,12,9,41,3,1,6012
"Polk County, WI",216.21124300000002,1,10,4,79,151,359,31,0,43476
"St. Bernard Parish, LA",216.18140840000004,0,7,33,54,133,499,35,5,43482
"Nevada County, AR",215.9336288,0,1,4,14,61,120,9,5,8799
"Lebanon County, PA",215.5204228,3,25,64,200,381,2077,79,12,135486
"Colusa County, CA",215.3759715,1,7,12,26,171,331,53,2,21358
"Anderson County, KS",215.2716221,0,0,0,17,73,122,10,3,7897
"Pulaski County, IN",215.26870150000002,0,1,1,26,42,123,16,4,13007
"Adair County, MO",215.0789926,0,1,2,52,115,572,15,4,25572
"Big Horn County, MT",214.6909983,0,6,1,21,4,89,14,0,13042
"Powell County, MT",214.5002145,1,2,0,12,6,52,2,0,6993
"Isabella County, MI",214.37901069999998,2,49,3,97,309,1057,38,5,70436
"Simpson County, KY",213.56713309999998,1,11,12,14,149,312,20,2,17793
"Runnels County, TX",213.405762,0,5,0,17,45,84,5,0,10309
"Hale County, TX",212.50419419999997,2,7,10,57,243,794,24,5,35764
"Lyon County, KS",211.8770516,0,24,7,40,151,757,31,13,33510
"Sedgwick County, CO",211.86440679999998,0,0,0,5,6,13,1,0,2360
"Dawson County, MT",211.75224989999998,1,1,0,18,48,228,17,3,9445
"Middlesex County, MA",211.2954517,8,242,757,2275,5181,18865,1376,91,1552802
"Ketchikan Gateway Borough, AK",211.23169930000003,0,9,4,16,31,284,8,1,13729
"Tyler County, WV",211.22846030000002,0,1,0,18,46,91,3,3,8995
"Okanogan County, WA",211.20093219999998,0,12,9,66,276,477,64,5,41193
"Thurston County, WA",211.13770449999998,10,99,89,356,2150,5056,444,27,262388
"Blount County, AL",210.8100636,1,11,9,101,397,865,86,9,57872
"Clark County, WA",210.6724168,7,135,230,563,2421,7526,1699,93,443817
"Grant County, ND",210.3491796,0,1,1,3,11,8,3,0,2377
"Cumberland County, IL",210.25687909999996,0,0,0,23,27,54,2,8,10939
"Piscataquis County, ME",210.2312544,0,2,2,32,113,187,9,2,17124
"Onslow County, NC",210.02051609999998,7,54,55,273,1321,3438,183,24,185220
"Dent County, MO",209.7902098,0,6,1,26,67,212,15,0,15730
"Baker County, GA",209.51810840000002,0,0,0,7,7,20,3,0,3341
"Jefferson County, WA",209.46934430000002,0,15,2,46,199,481,40,12,30076
"Custer County, MT",209.18751569999998,0,3,0,22,18,203,16,2,11951
"Pulaski County, VA",208.65331669999998,1,8,11,52,218,893,40,5,34507
"Zapata County, TX",208.47810980000003,0,1,1,28,73,80,14,1,14390
"Pamlico County, NC",208.4459199,0,1,3,23,57,234,5,1,12953
"Nowata County, OK",208.4320227,0,1,1,20,53,103,15,0,10555
"Iosco County, MI",208.4234535,0,19,3,31,202,366,14,14,25429
"New London County, CT",208.2801386,5,42,99,425,662,2537,168,35,274150
"Spotsylvania County, VA",208.0912146,2,36,61,166,236,1937,156,11,127348
"Washington County, TX",207.9245615,1,5,9,56,175,505,31,1,34147
"Whatcom County, WA",207.8961779,2,78,68,281,1221,4614,236,22,206353
"Dinwiddie County, VA",207.8555046,2,9,6,41,111,282,32,3,27904
"Brantley County, GA",207.741089,1,9,5,23,229,119,0,0,18292
"Belknap County, NH",207.7136543,0,29,13,83,359,1485,56,9,60179
"Camden County, MO",207.46887969999997,0,4,2,85,173,750,33,0,43862
"Brooks County, TX",207.2682051,1,2,0,11,44,91,2,4,7237
"Henderson County, KY",207.13314780000002,1,23,39,33,231,771,60,3,46347
"Stearns County, MN",207.1114852,6,87,58,164,442,3004,110,13,152092
"Morton County, ND",206.96792,2,13,5,40,66,489,50,5,28990
"Crowley County, CO",206.68921459999999,0,0,0,11,1,1,0,0,5322
