County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng
"Bedford city, VA",201.7484869,0,3,3,6,21,183,9,0,5948,3.4125,3.5,1.25,40,37.339245541736,-79.52199150394782
"Van Buren County, IA",201.7213556,0,0,0,15,23,32,6,1,7436,4.333333333333333,4.25,1,6,40.71100472880045,-91.98451300292969
"Hays County, TX",201.6747526,4,47,37,267,799,2467,177,7,176026,4.12,4.0,1.5263157894736843,50,30.029138623283963,-98.05126456500706
"Carroll County, OH",201.5915119,0,1,0,56,80,157,17,5,28275,3.88,4.0,1.2777777777777777,25,40.59983307065615,-81.11582584741733
"Strafford County, NH",201.4559405,2,54,42,153,479,2612,75,39,124593,3.72,4.0,1.625,50,43.31403715631564,-70.99240944567117
"Ravalli County, MT",200.8671582,1,7,1,73,63,522,28,6,40823,3.5,4.0,1.5,12,46.050204525389375,-114.17715003057367
"Greene County, PA",200.856282,2,9,15,50,186,553,38,9,37838,2.98,3.0,1.1818181818181819,25,39.90065733097508,-80.15722834615545
"Allegan County, MI",200.8335481,1,58,9,158,501,1373,55,7,112531,3.109375,3.25,1.28,32,42.560751254150816,-85.86307527694873
"Catoosa County, GA",200.57876930000003,3,8,18,102,347,1428,136,7,65311,3.85,4.0,1.375,50,34.91204919989061,-85.15466810687573
"Owyhee County, ID",200.488145,2,3,0,18,42,83,14,2,11472,4.04,4.0,1.4285714285714286,50,43.15678055419496,-115.8313174924622
"McCracken County, KY",200.3885396,4,34,50,43,360,1460,79,9,65373,4.09,4.0,1.6136363636363635,50,37.07976313421373,-88.65993171249686
"Richland County, OH",200.3728248,3,45,115,81,1833,3884,152,58,121773,4.0,4.0,1.5434782608695652,50,40.75736435456081,-82.53962159478549
"McDonough County, IL",200.2217841,0,18,2,45,141,554,9,3,32464,3.58,3.5,1.3333333333333333,50,40.46012192795478,-90.67522529753994
"Crawford County, MO",199.6495946,3,6,1,39,150,324,21,0,24543,4.2272727272727275,4.5,1.4,11,37.96363156481358,-91.34422775583137
"Lunenburg County, VA",199.5689311,0,1,1,23,44,57,11,3,12527,4.125,4.25,1.4,12,36.97568860292244,-78.18838558828564
"Kenosha County, WI",199.0975041,2,47,117,168,910,3288,148,21,167757,3.77,3.5,1.7346938775510203,50,42.55552514595255,-88.02840816616585
"Swift County, MN",199.0362455,0,7,0,12,40,103,11,0,9546,4.208333333333333,5.0,1,12,45.31428667506166,-95.60374932877951
"Cochran County, TX",198.938992,0,3,0,3,49,63,10,0,3016,3.92,4.0,1.65,50,33.69214268829057,-102.63228564843082
"Taylor County, KY",198.791026,3,8,18,20,209,341,16,5,24649,3.41025641025641,3.0,1.3421052631578947,39,37.342489468877964,-85.35007209773214
"White County, AR",198.7691602,1,13,23,118,915,1472,173,5,78483,3.84,4.0,1.3488372093023255,50,35.24899848871051,-91.71619002982261
"Moore County, NC",198.7181587,6,11,41,124,686,1225,99,5,91587,4.03,4.0,1.8604651162790697,50,35.23206765408352,-79.44043794716669
"Kenton County, KY",198.5963407,3,59,153,109,1110,2879,255,29,163145,4.01,4.0,1.68,50,39.007329857672374,-84.57720557399483
"Warren County, KY",198.5300329,6,51,81,98,838,2824,202,11,118370,4.21,4.0,1.5319148936170213,50,36.974212500045276,-86.43151874760912
"Ventura County, CA",198.1848932,21,100,617,926,3113,11404,1404,128,839620,4.12,4.0,1.4242424242424243,50,34.15729410598388,-119.07322552490534
"Walsh County, ND",198.1268012,0,5,0,17,30,170,16,1,11104,4.666666666666667,4.75,1,6,48.36817353582094,-97.73110871466983
"Stoddard County, MO",198.11954330000003,1,3,5,50,174,443,42,7,29780,3.4193548387096775,3.5,1.3333333333333333,31,37.035333364842394,-89.51709217258795
"Miami County, KS",197.9594944,0,20,0,45,154,489,37,14,32835,3.4838709677419355,3.5,1.3181818181818181,31,38.56113267166546,-94.88494542662202
"Wilson County, KS",197.693575,0,2,1,15,65,159,9,2,9105,4.136363636363637,4.5,1,11,37.53239148972111,-95.80644802987887
"Beaver County, OK",197.6284585,0,1,0,10,25,50,4,0,5566,4.07,4.0,1.4545454545454546,50,36.88682599857016,-100.805163935318
"Linn County, IA",197.120924,4,63,101,258,1288,4262,305,43,216111,4.05,4.0,1.7916666666666667,50,42.028935833136785,-91.63565863378378
"Archuleta County, CO",196.8181073,0,3,1,20,65,125,8,3,12194,3.81,4.0,1.6097560975609757,50,37.26264582223015,-107.0370418278172
"Pinal County, AZ",196.481315,13,67,114,570,2207,6811,587,71,389350,3.1666666666666665,3.5,1.3333333333333333,15,33.031804386377665,-111.38392892169493
"Mahaska County, IA",196.2796092,0,4,1,39,121,218,11,4,22417,3.6551724137931036,4.0,1.2777777777777777,29,41.29595750043592,-92.64369708307922
"Grays Harbor County, WA",195.5598075,4,20,37,77,649,1479,143,10,71078,4.19,4.0,1.7142857142857142,50,47.01452317639677,-123.8127505615067
"Washington County, PA",195.4794771,5,49,91,261,731,2748,140,38,208206,4.0,4.0,1.8958333333333333,50,40.21968328247804,-80.1946763358444
"Ness County, KS",195.2489424,0,1,0,5,5,18,5,0,3073,3.6,4.0,2,5,38.45300270265064,-99.9046134113637
"Mineral County, NV",195.0585176,0,0,0,9,20,32,6,0,4614,4.19,4.5,1.5789473684210527,50,38.40577402408922,-118.96479418303618
"Bremer County, IA",194.9317739,2,3,1,42,51,142,4,0,24624,4.833333333333333,5.0,1,6,42.70731327064458,-92.32118611107136
"Gilchrist County, FL",194.9087473,0,0,1,32,94,137,16,0,16931,4.15,4.0,1.558139534883721,50,29.697768740127103,-82.60188804652897
"Tuolumne County, CA",194.8992093,0,15,16,74,468,637,85,25,53874,4.39,4.5,1.7105263157894737,50,37.965219954226804,-120.18838262879554
"Otsego County, MI",194.7863567,0,20,2,25,87,334,20,2,24129,3.56,3.5,1.627906976744186,50,45.02002142111532,-84.67753902803436
"Muskingum County, OH",194.7648156,3,35,55,74,647,2349,123,19,85231,3.82,4.0,1.6666666666666667,50,39.960891823698596,-82.00843591103654
"Herkimer County, NY",194.7616896,2,10,3,110,268,883,30,6,64181,4.25,4.5,1.7291666666666667,50,43.2533972888727,-75.1575384676817
"Sussex County, VA",194.7502117,1,2,5,15,39,103,13,4,11810,3.0555555555555554,3.0,1.2857142857142858,9,36.969154800179346,-77.39434072599805
"Logan County, AR",194.7287383,0,11,1,31,196,271,33,1,22082,3.5625,3.75,1.2727272727272727,16,35.26990398563661,-93.72472009403704
"Cherokee County, NC",194.7240797,3,4,3,43,298,469,36,7,27218,3.57,3.75,1.5789473684210527,50,35.08884933821122,-84.02697402771703
"Northampton County, PA",194.4688133,9,46,196,332,961,4586,192,21,299791,4.17,4.0,1.8775510204081634,50,40.71202114508118,-75.2769252688531
"Skagit County, WA",194.383904,2,36,46,147,1239,3406,248,27,118837,4.416666666666667,4.5,1.5555555555555556,12,48.51332364427011,-121.77072958423459
"Berrien County, GA",194.2461151,0,4,8,25,149,274,11,1,19048,3.230769230769231,3.0,1.5,13,31.203081314941368,-83.25573531060522
"Austin County, TX",194.1276389,1,7,5,43,142,322,27,1,28847,3.823529411764706,4.0,1.5833333333333333,17,29.93232887292354,-96.257265800448
"Clark County, KY",193.7440332,4,14,20,30,316,917,56,6,35614,3.83,4.0,1.3255813953488371,50,37.99259760749242,-84.20658913646145
"Cherokee County, OK",193.6814045,0,6,6,81,265,657,58,4,48017,3.82,4.0,1.3902439024390243,50,35.89713884898934,-94.97850911339927
"Guadalupe County, TX",193.4587207,2,67,31,177,601,2271,127,10,143183,3.94,4.0,1.3404255319148937,50,29.585224287497688,-97.96414188764416
"Cleburne County, AL",193.4106976,0,1,2,25,88,178,8,2,14994,3.892857142857143,4.0,1.3333333333333333,14,34.34145964672788,-84.74469942061819
"Fannin County, TX",193.1132832,4,18,3,40,180,366,25,2,33659,3.3552631578947367,3.5,1.2962962962962963,38,33.57154101490484,-96.19739612278244
"Braxton County, WV",193.076817,0,2,2,24,39,109,14,1,14502,3.2,3.25,1.2173913043478262,30,38.69087315492772,-80.69496402352641
"Cumberland County, VA",193.06981,0,0,0,19,22,61,14,1,9841,3.9285714285714284,4.5,1.5,7,37.486630956188726,-78.16847096732998
"Edgefield County, SC",192.9187472,2,6,7,36,147,337,37,3,26436,3.816666666666667,4.0,1.2941176470588236,30,33.76850035926152,-81.87868326354794
"Macon County, GA",192.7332429,1,0,5,21,103,477,20,0,14009,4.055555555555555,4.0,1.125,9,32.29277841530816,-84.02861995347043
"Wright County, IA",192.7227875,0,4,1,20,37,111,6,1,12972,4.2272727272727275,4.5,1.5,11,42.73574645019775,-93.73019204353845
"Coosa County, AL",192.6959075,0,2,2,17,74,138,12,2,10898,4.19,4.5,1.4545454545454546,50,32.96197998640284,-86.31798503367865
"Pickens County, GA",192.6717144,2,0,0,55,134,468,23,0,29584,3.35,3.5,1.3658536585365855,50,34.45447692641486,-84.4422662182318
"Cooper County, MO",192.6673089,1,1,2,30,109,324,16,1,17647,3.4761904761904763,3.5,1.0588235294117647,21,38.948189802345595,-92.75383140025747
"Ross County, OH",192.5298421,0,24,35,91,1006,2812,111,10,77910,3.76,3.75,1.4444444444444444,50,39.34582826604673,-82.98711167877097
"Juneau County, WI",192.1121031,0,8,1,42,106,337,14,0,26547,3.193548387096774,3.5,1.3333333333333333,31,43.945712188607644,-90.05262837942337
"Queen Anne's County, MD",191.6853886,1,2,8,82,169,625,29,7,48517,3.5,3.5,1.2941176470588236,26,39.02052534556589,-76.08109253485105
"Dodge County, MN",191.6556096,0,5,2,32,52,211,12,0,20349,3.760869565217391,4.0,1.25,23,44.070077712136985,-92.76523672401147
"Refugio County, TX",191.6495551,0,1,2,11,22,75,3,1,7305,3.86,4.0,1.5869565217391304,50,28.104828350566173,-97.1104948548501
"Hamilton County, KS",191.6443082,0,4,0,1,3,16,0,0,2609,3.0,2.5,1.3333333333333333,5,37.98161641726042,-101.7532098510322
"Roscommon County, MI",191.5549263,0,16,2,28,130,389,16,3,24014,3.6621621621621623,4.0,1.3703703703703705,37,44.322937273842314,-84.68905460173335
"Davidson County, NC",191.5310244,0,15,84,214,1361,2450,173,27,163420,3.8,4.0,1.3541666666666667,50,35.800721178374005,-80.26023723308884
"Dukes County, MA",191.2378303,0,0,3,30,67,326,25,2,17256,4.04,4.0,2.027027027027027,50,41.422299704767966,-70.64674746867827
"Marion County, MS",190.9854851,1,9,12,28,255,307,21,5,26180,3.640625,3.5,1.2777777777777777,32,31.270815192474508,-89.8151678025858
"Caribou County, ID",190.95182140000003,0,1,0,12,10,23,1,0,6808,3.65625,4.0,1.4545454545454546,16,42.656805258313405,-111.60936514796231
"Rabun County, GA",190.9454881,1,0,1,29,136,201,17,0,16235,3.95,4.0,1.5,50,34.863423951892784,-83.3988630348579
"Hillsdale County, MI",190.8852303,0,18,2,68,180,471,15,6,46101,3.647727272727273,4.0,1.2941176470588236,44,41.93787415914423,-84.63449987923168
"Calhoun County, AR",190.8032818,2,1,0,7,12,26,2,0,5241,3.9,4.0,1.3333333333333333,5,33.53631577647988,-92.47975200324508
"Redwood County, MN",190.5487805,0,9,1,20,44,169,8,2,15744,3.607142857142857,4.0,1.2222222222222223,14,44.52110054086077,-95.12809281663606
"Franklin County, VT",190.4998551,0,8,17,67,320,755,75,1,48294,3.3214285714285716,3.75,1.625,14,44.89768082296797,-72.85206602003093
"Howard County, MD",190.4261606,5,34,178,363,1186,4934,313,64,304580,4.12,4.0,1.875,50,39.22125337451151,-76.8781088111509
"Columbia County, AR",190.3658335,0,3,5,38,388,318,31,1,24164,3.3714285714285714,3.5,1.380952380952381,35,33.25057253689725,-93.24425181728878
"Pierce County, WI",190.3553299,2,4,4,68,138,572,24,7,40976,3.433333333333333,4.0,1.4,15,44.722529826100065,-92.47292313590096
"Cattaraugus County, NY",190.1333469,1,18,17,114,432,1452,34,9,78892,3.72972972972973,4.0,1.8,37,42.277971715166544,-78.67421380595465
"Accomack County, VA",190.0567153,2,9,15,37,179,423,21,41,33148,3.5921052631578947,4.0,1.4166666666666667,38,36.92500057377063,-75.70837470277931
"Brown County, SD",189.9385338,0,23,1,48,99,411,30,3,37907,3.76,4.0,1.6923076923076923,50,45.46348931844146,-98.45961269411832
"Rains County, TX",189.7876186,0,7,0,14,53,122,10,0,11065,3.9761904761904763,4.0,1.0769230769230769,21,32.877146169819646,-95.77333403593595
"Marin County, CA",189.6541714,0,30,156,304,1253,3254,584,42,258365,4.07,4.0,1.8,50,38.058654207484146,-122.7088844394008
"Winnebago County, WI",189.3347332,0,28,24,269,675,2622,90,3,169541,3.99,4.0,1.565217391304348,50,44.021361934516065,-88.56388111742777
"Koochiching County, MN",189.3078904,0,7,0,18,71,198,19,0,13206,3.95,4.0,1.4642857142857142,50,48.403308075246876,-93.57659014659228
"Butte County, ID",189.2505678,0,0,0,5,0,1,0,0,2642,3.82,4.0,1.5,25,43.66708585781078,-113.29125417153465
"Floyd County, IN",188.8673207,4,24,39,77,504,2119,212,5,76244,4.23,4.5,1.6222222222222222,50,38.29649338007283,-85.8273915557534
"Falls County, TX",188.6468873,1,4,4,24,70,86,2,2,17493,3.46875,3.75,1.3333333333333333,16,31.29984243964712,-96.8981616681077
"Lincoln County, NE",188.6216749,0,22,8,38,151,1055,48,9,36051,3.66,3.75,1.4871794871794872,50,41.124168767642814,-100.76348526326092
"Sampson County, NC",188.6204209,6,6,27,82,883,892,89,5,64150,3.3854166666666665,3.5,1.3333333333333333,48,34.99039926281777,-78.34727124864857
"Crane County, TX",188.5606537,0,1,0,8,13,33,1,0,4773,3.2717391304347827,3.25,1.48,46,31.491116054916098,-102.63586845004814
"Dawson County, TX",188.26937,0,11,2,13,86,205,25,0,13810,3.5454545454545454,4.0,1.2352941176470589,22,32.738115730360825,-101.95104190049905
"Warren County, NY",188.2547408,1,18,9,95,170,1100,25,14,65337,3.89,4.0,1.7674418604651163,50,43.4460143486067,-73.7298796206643
"Hettinger County, ND",187.9699248,0,0,1,4,3,7,4,1,2660,3.85,4.0,1.75,50,46.7518670274567,-102.6955673930704
"Cass County, MO",187.7962262,1,23,21,144,346,1735,104,11,100641,3.276595744680851,3.5,1.1944444444444444,47,38.67171454615166,-94.37974279170434
"Sawyer County, WI",187.7308787,0,4,1,26,164,236,12,1,16513,4.1875,4.5,1.5454545454545454,16,45.91930732509941,-91.13505021295705
"Natrona County, WY",187.7168933,3,7,12,130,474,1739,133,23,80973,4.02,4.0,1.8695652173913044,50,42.84443350276793,-106.31800341778944
"Okmulgee County, OK",187.6362899,1,4,7,62,268,630,72,14,39438,3.4857142857142858,4.0,1.12,35,35.634881613651324,-95.96176601219474
"Franklin County, MO",187.5933056,3,11,21,156,445,2032,111,4,101816,3.88,4.0,1.4736842105263157,50,38.49042792056761,-91.0038210873858
"Wheatland County, MT",187.4414246,0,0,0,4,1,2,1,1,2134,4.2,4.0,1.6,15,46.6210069796624,-109.8728477628892
"Moody County, SD",187.3828857,0,4,0,8,10,73,4,1,6404,3.6363636363636362,4.0,1.2,11,44.036723296938554,-96.64357865896946
"Lawrence County, OH",187.3475782,1,13,20,81,388,1000,77,6,61917,4.115384615384615,4.0,1.25,13,38.66022389562455,-82.67410406603426
"Haskell County, TX",187.2340426,0,0,0,11,30,46,4,0,5875,3.4375,3.75,1,8,33.163406070006864,-99.73372297360517
"Monroe County, IA",187.2191712,0,1,0,14,33,97,5,1,8012,3.590909090909091,4.0,1.7142857142857142,11,41.02140322256596,-92.80800000195944
"White County, GA",187.0705472,2,6,2,42,212,426,28,0,27797,3.98,4.0,1.5714285714285714,50,34.675867367718936,-83.72898324804368
"Churchill County, NV",187.0091011,1,2,6,36,153,385,39,1,24063,3.75,4.0,1.525,50,39.48599228132328,-118.29146098544358
"Bonneville County, ID",186.9471804,0,41,15,145,423,1875,96,8,107517,4.16,4.0,1.68,50,43.491472256248585,-112.02266716363307
"Gallatin County, MT",186.8665541,1,55,10,111,240,1877,86,41,94720,3.79,3.75,2.076923076923077,50,45.27072892402232,-111.33459890599168
"Campbell County, KY",186.8378248,3,40,73,54,743,2284,143,22,90988,4.04,4.0,1.5135135135135136,50,39.02136269269663,-84.39392192088391
"Marshall County, AL",186.7876741,1,23,29,124,800,1648,127,8,94760,3.93,4.0,1.5714285714285714,50,34.32247983148469,-86.27992322738417
"Van Zandt County, TX",186.7342467,4,1,8,86,334,598,96,1,52481,3.93,4.0,1.4871794871794872,50,32.57887527596894,-95.8249717552309
"Erie County, OH",186.7241742,6,13,35,89,577,1743,47,9,76048,4.09,4.0,1.7906976744186047,50,41.44165253101953,-82.68801820668726
"Blanco County, TX",186.5149678,0,1,0,19,48,76,5,0,10723,4.214285714285714,4.5,1.4375,28,30.260788146647343,-98.38790861967716
"Floyd County, IA",186.4280388,0,4,1,25,39,134,8,2,16092,3.625,4.0,1.3846153846153846,16,43.065438369585806,-92.70666216603765
"Coos County, OR",186.2496387,1,5,15,94,410,1534,88,4,62282,3.685185185185185,4.0,1.3888888888888888,27,43.13973868230012,-114.97427292825134
"Menard County, TX",186.2197393,0,0,0,4,2,0,0,1,2148,4.5,4.5,1,5,31.03186438279626,-99.91776688502232
"Gooding County, ID",185.6763926,0,5,1,22,133,104,12,3,15080,4.45,4.5,1.5,10,42.92687249097714,-114.7969815861331
"McIntosh County, OK",185.4291709,1,9,1,27,126,282,35,3,20493,4.189655172413793,4.5,1.1818181818181819,29,35.31098736868753,-95.57313185149708
"Montcalm County, MI",185.4052769,1,38,7,71,339,925,40,10,63105,3.55,3.5,1.25,20,43.26570274204283,-85.16888591762948
"Lafourche Parish, LA",185.2976601,4,2,31,143,700,1685,77,2,97141,4.8,5.0,1,5,29.49556280577016,-90.5651166598608
"Carroll County, NH",185.2670583,0,18,12,58,250,808,45,10,47499,3.6911764705882355,4.0,1.3333333333333333,34,43.88428361552846,-71.16930209474009
"Placer County, CA",185.130231,2,50,140,488,1601,4696,578,37,367309,3.9615384615384617,4.0,1.4,13,38.972686362134105,-120.93122575064831
"Norfolk County, MA",185.0823347,4,94,280,895,2155,7010,464,39,687802,4.25,4.5,1.7346938775510203,50,42.17030923986145,-71.14204932609006
"Box Elder County, UT",185.0612277,0,17,7,70,188,939,37,9,50794,3.597560975609756,4.0,1.2692307692307692,41,41.70977446116277,-112.45141915066753
"Coryell County, TX",185.0587988,3,14,25,99,397,819,21,21,76192,3.3783783783783785,3.5,1.32,37,31.430652027794192,-97.72982685560612
"St. Tammany Parish, LA",184.8695803,9,36,39,364,1003,3879,227,14,242333,3.5833333333333335,3.75,1,6,30.364761804355815,-89.82528841970239
"Montgomery County, MD",184.719434,14,106,878,880,2690,13679,1073,239,1016677,4.15,4.0,1.7,50,39.13216100111737,-77.20993081630637
"Sandusky County, OH",184.6983261,0,5,16,90,353,1146,26,1,60098,3.8,4.0,1.358974358974359,50,41.35574017792527,-83.12118424289679
"Taos County, NM",184.6526411,2,6,7,46,171,338,5,1,33035,4.17,4.0,1.8888888888888888,50,36.431721811098036,-105.58199452047228
"Mecklenburg County, VA",184.560555,0,10,12,36,226,462,39,14,31426,3.8636363636363638,4.0,1.3,11,36.746568485031965,-78.42585560197088
"Valdez-Cordova Census Area, AK",184.3695585,0,0,0,18,11,135,10,0,9763,4.8,5.0,2,5,61.3669466857924,-145.3545598598366
"Henry County, GA",184.248418,5,39,123,222,1609,3945,444,16,211128,4.01,4.0,1.608695652173913,50,33.45613425224861,-84.17955977382502
"Cameron County, PA",184.1997544,0,4,2,3,45,52,2,2,4886,3.875,4.0,1.4285714285714286,12,41.4130054703258,-78.1699791698865
"Lee County, NC",184.1834534,4,5,39,63,418,961,83,7,60266,3.92,4.0,1.3958333333333333,50,35.46777504975386,-79.16756194062638
"Cherokee County, IA",184.1774801,0,2,0,20,28,74,5,1,11945,3.1666666666666665,3.0,1.3333333333333333,15,42.75449179570529,-95.55252120324293
"Lincoln County, CO",184.1620626,0,0,0,9,12,49,4,0,5430,3.5625,3.75,1.35,32,39.17051233502304,-103.70286226901479
"Perquimans County, NC",183.810014,2,2,7,14,119,101,8,1,13601,3.5,3.5,1.4666666666666666,19,37.05406247986766,-72.36920561069782
"Stafford County, KS",183.5283322,0,1,0,7,27,37,5,1,4359,4.03,4.0,1.3448275862068966,50,38.237994989324385,-98.92176599527606
"Adams County, NE",183.4862385,0,24,10,24,196,810,44,2,31610,3.67,4.0,1.4615384615384615,50,40.59059640917147,-98.39491757369896
"Lampasas County, TX",182.9690436,0,11,2,24,87,303,5,5,20222,3.9,4.0,1.5555555555555556,50,31.130270775837364,-98.05269791295542
"Bee County, TX",182.9324065,2,3,5,50,82,271,24,2,32799,3.2837837837837838,3.5,1.3548387096774193,37,28.411949161681214,-97.75289305535779
"Routt County, CO",182.8775571,1,8,4,30,55,296,26,3,23513,4.12,4.0,2.0425531914893615,50,40.47783901581018,-106.83190335556948
"Scott County, AR",182.6484018,0,4,1,15,118,211,13,1,10950,3.9,4.5,1.25,10,34.90153866394681,-94.10086039907222
"Carroll County, MD",182.6167912,3,19,47,237,690,1953,84,18,167564,4.01,4.0,1.6818181818181819,50,39.57472885490292,-76.99481004089292
"Beauregard Parish, LA",182.48679740000003,0,3,2,61,43,147,0,0,36167,3.95,4.0,1.5675675675675675,50,30.692960138205475,-93.38929760864139
"Whiteside County, IL",182.4278541,0,24,8,73,248,1129,41,1,57557,4.04,4.0,1.1538461538461537,25,41.76909763061399,-89.94277326614176
"Ward County, ND",182.3797617,0,25,6,93,127,718,117,7,67990,3.77,3.5,1.7234042553191489,50,48.2229706657062,-101.30194339590454
"Sevier County, UT",182.2367159,0,9,1,28,81,450,34,3,20852,4.07,4.0,1.5217391304347827,50,38.64613743038678,-112.01468840531147
